video_genres,video_level,video_title,video_url,video_year
Reality-TVEpisode aired 25 March 2010,TV-14,Fashion and Fighting             ,https://www.imdb.com/title/tt1634253/,
ComedyEpisode aired 27 October 2011,"
                    
    


    
            ",Halloween III: Season of the Witch             ,https://www.imdb.com/title/tt3462080/,
ComedyCrimeThriller13 April 1994 (USA),"
                    R
                        
    
, 
, 

    
            ",Serial Mom             ,https://www.imdb.com/title/tt0111127/,1994
HorrorThriller2 August 1985 (USA),"
                    R
                        
    
, 


    
            ",Fright Night             ,https://www.imdb.com/title/tt0089175/,1985
ActionDramaEpisode aired 10 March 2015,"TV-14
                        
    
,",Forgive You Anything             ,https://www.imdb.com/title/tt4498814/,
DramaRomanceEpisode aired 9 June 2010,"
                    TV-PG
                        
    
, 


    
            ",Episode #1.7357,https://www.imdb.com/title/tt1661524/,
ComedyMusicTalk-ShowEpisode aired 18 November 2010,"TV-14
                        
    
, 
,",Episode #7.53,https://www.imdb.com/title/tt1768448/,
ActionAdventureDramaEpisode airs 2019,"
                    TV-PG
                        
    
, 
, 

    
            ",Episode #6.12,https://www.imdb.com/title/tt8422664/,
DocumentaryBiographyMusic5 July 2018 (UK),"
                    R
                        
    
, 
, 

    
            ",Whitney             ,https://www.imdb.com/title/tt5740866/,2018
DramaTV Movie 16 May 1954,"



    
            ",Moby Dick             ,https://www.imdb.com/title/tt0239652/,1954
ComedyHorror28 February 1988 (USA),"
                    R
                        
    
, 


    
            ",Sleepaway Camp II: Unhappy Campers             ,https://www.imdb.com/title/tt0096118/,1988
ComedyTalk-ShowEpisode aired 23 January 2017,"
                    
    
, 


    
            ",Episode #2.10,https://www.imdb.com/title/tt6466202/,
HorrorMysteryThrillerEpisode aired 23 October 2015,"
                    TV-MA
                        
    
, 
, 

    
            ",The House in the Woods             ,https://www.imdb.com/title/tt4296020/,
ActionCrimeDramaEpisode aired 9 May 2018,"TV-14
                        
    
, 
,",Homecoming             ,https://www.imdb.com/title/tt8231942/,
Documentary9 December 2016 (USA),TV-14,Solitary             ,https://www.imdb.com/title/tt5737938/,2016
ActionAdventureDramaEpisode aired 19 January 2018,"TV-14
                        
    
, 
,",The Last Day             ,https://www.imdb.com/title/tt7183086/,
Reality-TVTV Special 27 August 2006,"



    
            ",The 58th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt0808137/,2006
Reality-TVEpisode aired 1 April 2010,TV-14,Hot Off the Press             ,https://www.imdb.com/title/tt1634254/,
DramaMysteryThriller20 March 1992 (USA),"
                    R
                        
    
, 
, 

    
            ",Basic Instinct             ,https://www.imdb.com/title/tt0103772/,1992
DramaMysteryThriller23 October 1986 (Italy),"
                    R
                        
    
, 
, 

    
            ",Blue Velvet             ,https://www.imdb.com/title/tt0090756/,1986
ShortComedyDrama29 June 2014 (USA),"

, 
, 

    
            ",Home Bound             ,https://www.imdb.com/title/tt3835230/,2014
CrimeDramaMysteryTV Series (1971–2003),"
                    TV-PG
                        
    
, 
, 

    
            ",Columbo             ,https://www.imdb.com/title/tt1466074/,
DramaRomanceEpisode aired 10 June 2010,"
                    TV-PG
                        
    
, 


    
            ",Episode #1.7358,https://www.imdb.com/title/tt1662315/,
ComedyMusicTalk-ShowEpisode aired 19 November 2010,"TV-14
                        
    
, 
,",Episode #7.54,https://www.imdb.com/title/tt1770434/,
ActionAdventureDramaEpisode airs 2019,"
                    TV-PG
                        
    
, 
, 

    
            ",Episode #6.13,https://www.imdb.com/title/tt8422666/,
Adventure13 February 2008 (France),"
                    
    


    
            ",Capitaine Achab             ,https://www.imdb.com/title/tt0824298/,2007
HorrorThriller13 August 1982 (USA),"
                    R
                        
    
, 


    
            ",Friday the 13th Part III,https://www.imdb.com/title/tt0083972/,1982
ComedyTalk-ShowEpisode aired 24 January 2017,"
                    
    
, 


    
            ",Episode #2.11,https://www.imdb.com/title/tt6466286/,
ComedyReality-TVTalk-ShowTV Series (1995–2016),"TV-14
                        
    
, 
,",MADtv             ,https://www.imdb.com/title/tt0112056/,
ActionDramaEpisode aired 17 March 2015,"TV-14
                        
    
,","Forgiving, Relentless, Unconditional             ",https://www.imdb.com/title/tt4498820/,
ActionCrimeDramaEpisode aired 26 September 2018,"TV-14
                        
    
, 
,",New Normal             ,https://www.imdb.com/title/tt8473924/,
ActionCrimeThriller14 March 2014 (USA),"PG-13
                        
    
, 
,",Need for Speed             ,https://www.imdb.com/title/tt2369135/,2014
ActionAdventureDramaEpisode aired 12 January 2018,"TV-14
                        
    
, 
,",Together or Not at All             ,https://www.imdb.com/title/tt7183084/,
TV Special 22 April 1971,"

            ",The 23rd Annual Primetime Emmy Awards,https://www.imdb.com/title/tt1110205/,1971
Reality-TVEpisode aired 8 April 2010,TV-14,The Ambush             ,https://www.imdb.com/title/tt1634256/,
Comedy2004 (USA),"
                    R
                        
    


    
            ",Knots             ,https://www.imdb.com/title/tt0361805/,2004
Talk-ShowEpisode aired 13 October 1990,"
                    TV-PG
                        
    


    
            ","The Hot Spot/Mr. Destiny/Memphis Belle/Welcome Home, Roxy Carmichael             ",https://www.imdb.com/title/tt6083326/,
DramaRomance19 December 1997 (USA),"PG-13
                        
    
,",Titanic             ,https://www.imdb.com/title/tt0120338/,1997
ComedyCrimeDramaEpisode aired 26 August 2005,"TV-14
                        
    
, 
,",Mr. Monk and Little Monk             ,https://www.imdb.com/title/tt0650621/,
DramaRomanceEpisode aired 10 June 2010,"
                    TV-PG
                        
    
, 


    
            ",Episode #1.7359,https://www.imdb.com/title/tt1663428/,
ActionAdventureDramaEpisode airs 2020,"
                    TV-PG
                        
    
, 
, 

    
            ",Episode #7.1,https://www.imdb.com/title/tt9292314/,
DocumentaryMysteryReality-TVTV Series (2003– ),"
                    TV-PG
                        
    
, 
, 

    
            ",MythBusters             ,https://www.imdb.com/title/tt0383126/,
AdventureDrama20 September 1930 (USA),"
                    Passed
                        
    
, 


    
            ",Moby Dick             ,https://www.imdb.com/title/tt0021149/,1930
ComedyEpisode aired 10 October 2008,TV-14,AVGN vs. NC Final Battle             ,https://www.imdb.com/title/tt1644141/,
Documentary25 August 2016 (Israel),"
                    
    


    
            ",Photo Farag             ,https://www.imdb.com/title/tt5967922/,2016
ComedyMusicEpisode aired 9 November 2002,"TV-14
                        
    
,",Nia Vardalos/Eve             ,https://www.imdb.com/title/tt0694842/,
ActionDramaEpisode aired 7 April 2015,"TV-14
                        
    
,",I Am the Apocalypse             ,https://www.imdb.com/title/tt4550012/,
ActionCrimeDramaEpisode aired 3 October 2018,"TV-14
                        
    
, 
,",Endings             ,https://www.imdb.com/title/tt8785902/,
Talk-ShowEpisode aired 13 March 2014,"
                    
    


    
            ",Need for Speed             ,https://www.imdb.com/title/tt3595158/,
ActionAdventureFantasy20 June 1980 (USA),"
                    PG
                        
    
, 
, 

    
            ",Star Wars: Episode V - The Empire Strikes Back             ,https://www.imdb.com/title/tt0080684/,1980
TV Special 6 April 1959,"

            ",The 11th Annual Primetime Emmy Awards,https://www.imdb.com/title/tt2093247/,1959
Reality-TVEpisode aired 15 April 2010,TV-14,"New Girl, Old Money             ",https://www.imdb.com/title/tt1634255/,
ActionAdventureDramaEpisode aired 5 January 2018,"
                    TV-PG
                        
    
, 
, 

    
            ",Fun & Games             ,https://www.imdb.com/title/tt7183078/,
DramaFantasyRomance13 July 1990 (USA),"PG-13
                        
    
, 
,",Ghost             ,https://www.imdb.com/title/tt0099653/,1990
Game-ShowEpisode aired 31 January 2006,"
                    TV-G
                        
    


    
            ",Episode #22.102,https://www.imdb.com/title/tt1497740/,
ComedyFamilyMusicTV Series (1963–1966),"
                    TV-G
                        
    
, 
, 

    
            ",The Patty Duke Show             ,https://www.imdb.com/title/tt0056778/,
DramaRomanceEpisode aired 11 June 2010,"
                    TV-PG
                        
    
, 


    
            ",Episode #1.7360,https://www.imdb.com/title/tt1662816/,
"ActionAdventureDramaTV Episode
","
                    TV-PG
                        
    
, 
, 

    
            ",Episode #7.2,https://www.imdb.com/title/tt9307248/,
ComedyTalk-ShowEpisode aired June 2010,"

, 


    
            ","Top 20 Manliest Man in Gaming, Part 2 (10-1)",https://www.imdb.com/title/tt5765400/,
AdventureDramaThrillerTV Mini-Series (1998– ),"
                    PG
                        
    
, 
, 

    
            ",Moby Dick             ,https://www.imdb.com/title/tt0120756/,
ActionAdventureFamilyVideo game released 28 September 1998,"

, 
, 

    
            ",Pokémon Red Version             ,https://www.imdb.com/title/tt0217733/,1996
ComedyEpisode aired 13 October 2008,TV-14,Drew Struzan Tribute             ,https://www.imdb.com/title/tt1644164/,
CrimeDramaTV Series (1999–2007),"
                    TV-MA
                        
    
, 


    
            ",The Sopranos             ,https://www.imdb.com/title/tt0141842/,
ActionCrimeDramaEpisode aired 10 October 2018,"TV-14
                        
    
, 
,",Bad Boys             ,https://www.imdb.com/title/tt8889964/,
DramaTV Series (2015– ),TV-14,Chicago Med             ,https://www.imdb.com/title/tt4655480/,
Talk-ShowEpisode aired 26 March 2014,"
                    
    


    
            ",Starred Up             ,https://www.imdb.com/title/tt3625366/,
DocumentaryEpisode aired 12 April 2011,"
                    
    


    
            ",Hollywood Twists             ,https://www.imdb.com/title/tt5105696/,
ComedyTV Special 20 September 2009,"



    
            ",The 61st Primetime Emmy Awards,https://www.imdb.com/title/tt1503169/,2009
Reality-TVEpisode aired 22 April 2010,TV-14,Let's See That Ring             ,https://www.imdb.com/title/tt1634250/,
ActionAdventureDramaEpisode aired 22 December 2017,"TV-14
                        
    
, 
,",Rewind             ,https://www.imdb.com/title/tt7183072/,
ComedyRomanceThriller27 December 1998 (Brazil),"
                    
    
, 
, 

    
            ",Patricia Gennice             ,https://www.imdb.com/title/tt2747380/,1998
Drama1 October 1999 (USA),"
                    R
                        
    


    
            ",American Beauty             ,https://www.imdb.com/title/tt0169547/,1999
ComedyEpisode aired 25 October 2011,TV-14,Exorcist 2,https://www.imdb.com/title/tt2040140/,
DramaRomanceEpisode aired 11 June 2010,"
                    TV-PG
                        
    
, 


    
            ",Episode #1.7361,https://www.imdb.com/title/tt1663429/,
"ActionAdventureDramaTV Episode
","
                    TV-PG
                        
    
, 
, 

    
            ",Episode #7.3,https://www.imdb.com/title/tt9307250/,
